,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
57,Hrvoje Džijan,16.0,1440.0,90.0,185.0,82.0,26,7.49,1.0,0.06,0.29,0.0,0.69,0.0,0.19,0.0,0.76,0.0,0.0,20.9,0.92,0.0,12.0,0.38,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,Croatia (3. HNL Istok),0.97,90,0.0,0.0,1.4492753623188408,0.014513888888888889,€1K - €10K,5500.0
58,Mate Šuto,12.0,1067.0,88.91666666666667,187.0,84.0,26,6.87,2.0,0.17,0.33,0.0,0.59,0.6,0.0,1.1,0.9,0.08,0.25,135.5,0.88,1.0,20.0,3.21,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.54,4.0,Croatia (Druga HNL),1.0,90,0.0,0.0,3.3898305084745766,0.12699156513589505,€0 - €26K,13000.0
59,Marin Karamarko,12.0,1051.0,87.58333333333333,191.0,89.0,24,7.17,0.0,0.0,0.0,0.0,0.04,0.0,0.09,0.77,0.87,0.45,0.26,138.2,0.89,1.0,15.0,2.48,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39,2.0,Slovenia (1. SNL),0.88,96,0.0,0.0,0.0,0.13149381541389152,€35K - €120K,77500.0
60,Karlo Majtanić,14.0,1290.0,92.14285714285714,181.0,79.0,27,7.39,1.0,0.07,0.11,0.0,0.0,0.75,0.21,0.14,0.75,0.0,0.0,13.3,0.72,1.0,27.0,0.21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.26,0.0,Croatia (3. HNL Istok),0.9,81,0.0,0.0,0.0,0.010310077519379846,€5K - €16K,10500.0
61,Luka Jelenić,14.0,1260.0,90.0,188.0,77.0,22,7.34,2.0,0.14,0.14,0.0,0.06,0.0,0.0,0.0,0.73,0.0,0.0,8.4,0.78,0.0,22.0,0.07,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.29,1.0,Croatia (3. HNL Jug),1.0,80,0.0,0.0,33.333333333333336,0.006666666666666667,€0 - €9K,4500.0
62,Marko Šarić,16.0,1483.0,92.6875,191.0,87.0,25,7.38,1.0,0.06,0.35,0.0,1.39,0.6,0.36,0.42,0.68,0.28,0.42,43.1,0.74,0.0,22.0,0.36,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.12,2.0,Croatia (3. HNL Jug),0.84,83,0.0,0.0,0.7194244604316548,0.029062710721510454,€0 - €12K,6000.0
63,Josip Balentović,15.0,1380.0,92.0,182.0,80.0,28,6.92,1.0,0.07,0.29,0.0,0.0,0.0,0.2,0.0,0.75,0.0,0.0,15.5,0.91,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,1.0,Croatia (3. HNL Istok),0.95,80,0.0,0.0,0.0,0.011231884057971014,€0 - €5K,2500.0
64,Josip Tomašević,14.0,1193.0,85.21428571428571,187.0,77.0,29,6.7,0.0,0.0,0.5,0.0,0.16,0.0,0.0,0.0,0.92,0.0,0.0,129.9,0.81,3.0,21.0,3.17,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.73,1.0,Croatia (Prva HNL),0.92,99,0.0,0.0,0.0,0.10888516345347864,€0 - €70K,35000.0
65,Antun Marković,16.0,1440.0,90.0,193.0,91.0,29,6.75,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.64,0.0,0.0,65.2,0.0,0.0,0.0,0.44,0.0,2.0,-6.0,-0.02,38.0,9.0,22.0,0.0,0.0,0.0,0.0,Croatia (Prva HNL),0.0,101,69.0,-11.5,0.0,0.04527777777777778,€1K - €9K,5000.0
66,Mateo Jakšić,16.0,1440.0,90.0,183.0,75.0,23,7.09,1.0,0.06,0.22,0.0,0.1,0.0,0.12,0.0,0.71,0.0,0.0,21.3,0.73,0.0,15.0,0.38,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.88,1.0,Croatia (3. HNL Istok),0.91,84,0.0,0.0,10.0,0.014791666666666667,€500 - €4K,2250.0
67,Luka Dragojević,15.0,1380.0,92.0,181.0,74.0,24,7.25,2.0,0.13,0.3,0.0,0.15,0.0,0.13,0.0,0.72,0.0,0.0,13.6,0.79,0.0,17.0,0.26,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0,Croatia (3. HNL Istok),0.96,84,0.0,0.0,13.333333333333334,0.009855072463768115,€0 - €8K,4000.0
68,Sava Čestić,19.0,1695.0,89.21052631578948,192.0,87.0,21,6.89,2.0,0.11,0.5,0.0,1.79,0.08,0.05,0.16,0.96,0.0,0.11,185.6,0.86,4.0,13.0,2.71,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,Croatia (Prva HNL),0.7,114,0.0,0.0,1.1173184357541899,0.10949852507374631,€110K - €1.1M,605000.0
69,Diogo Branco,11.0,990.0,90.0,187.0,82.0,24,7.01,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.09,0.88,1.0,0.0,112.0,0.88,1.0,14.0,3.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.82,0.0,Portugal (Liga 3 Sul),0.75,91,0.0,0.0,0.0,0.11313131313131314,€12K - €40K,26000.0
70,Fábio Matos,11.0,975.0,88.63636363636364,190.0,75.0,23,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.48,0.0,0.0,66.6,0.0,0.0,0.0,0.0,0.0,1.94,0.0,-0.03,3.0,12.0,16.0,0.0,0.0,0.0,0.0,Portugal (Liga 3 Norte),0.0,89,31.0,0.0,0.0,0.0683076923076923,€4K - €40K,22000.0
71,Paulo Jorge,13.0,1170.0,90.0,185.0,78.0,27,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,-0.25,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Portugal (Pro-Nacional - Braga),0.0,86,4.0,0.0,0.0,0.004273504273504274,€500 - €5K,2750.0
72,João Sidónio,11.0,990.0,90.0,186.0,75.0,23,6.78,0.0,0.0,0.0,0.0,0.29,0.1,0.09,0.18,0.92,0.0,0.0,118.7,0.79,1.0,10.0,2.73,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.27,1.0,Portugal (Liga 3 Norte),0.71,92,0.0,0.0,0.0,0.11989898989898991,€18K - €180K,99000.0
73,Maikol Benassi,14.0,1178.0,84.14285714285714,182.0,75.0,32,6.97,2.0,0.15,0.25,0.0,1.56,0.12,0.0,0.31,0.94,1.0,0.0,134.9,0.8,0.0,17.0,2.6,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,1.0,Italy (Lega Nazionale Dilettanti A),1.0,88,0.0,0.0,1.282051282051282,0.11451612903225807,€0 - €60K,30000.0
74,Tiago Manso,14.0,1222.0,87.28571428571429,174.0,67.0,22,6.68,2.0,0.15,0.6,0.0,0.63,0.3,0.07,1.47,0.88,0.22,1.91,171.2,0.72,0.0,43.0,2.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.29,10.0,Portugal (Campeonato Safina - Aveiro),0.96,78,0.0,0.0,3.1746031746031744,0.14009819967266776,€12K - €40K,26000.0
75,Marijan Čorić,14.0,1266.0,90.42857142857143,198.0,79.0,27,7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,1.35,0.0,-0.25,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Croatia (3. HNL Jug),0.0,83,6.0,0.0,0.0,0.004660347551342812,€3.5K - €12K,7750.0
76,Ivan Tokić,15.0,1400.0,93.33333333333333,187.0,77.0,30,7.57,2.0,0.13,0.14,0.0,0.0,0.0,0.13,0.26,0.82,0.55,0.0,25.6,0.86,1.0,15.0,0.32,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,Croatia (3. HNL Istok),0.91,81,0.0,0.0,0.0,0.018285714285714287,€0 - €2K,1000.0
77,Branimir Kalaica,15.0,1410.0,94.0,195.0,89.0,24,7.31,1.0,0.06,0.13,0.0,1.74,0.36,0.06,0.19,0.92,0.5,0.0,148.9,0.79,7.0,13.0,2.62,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.66,4.0,Croatia (3. HNL Zapad),1.0,102,0.0,0.0,0.5747126436781609,0.10560283687943263,€1K - €10K,5500.0
78,Ivan Banić,11.0,932.0,84.72727272727273,187.0,79.0,28,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.51,0.0,0.0,70.4,0.0,0.0,0.0,0.0,0.0,1.16,0.0,-0.05,7.0,4.0,13.0,0.0,1.0,0.0,0.0,Slovenia (1. SNL),0.0,110,24.0,0.0,0.0,0.07553648068669529,€9K - €90K,49500.0
79,Ivan Roca,17.0,1590.0,93.52941176470588,184.0,77.0,26,7.19,5.0,0.28,0.36,1.0,1.43,0.27,0.06,0.11,0.79,0.0,0.0,41.3,0.91,1.0,27.0,0.28,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,2.43,0.0,Croatia (3. HNL Jug),0.81,88,0.0,0.0,3.4965034965034967,0.025974842767295597,€1.5K - €4K,2750.0
80,Filipe Almeida,13.0,1170.0,90.0,184.0,73.0,25,6.92,0.0,0.0,0.14,0.0,0.84,0.0,0.0,0.31,0.9,0.0,0.0,127.0,0.81,5.0,4.0,3.46,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.08,2.0,Portugal (Liga Portugal 2),0.71,99,0.0,0.0,0.0,0.10854700854700855,€3.5K - €35K,19250.0
81,Ervin Omic,11.0,907.0,82.45454545454545,184.0,73.0,19,6.91,0.0,0.0,0.43,0.0,1.24,0.1,0.3,0.6,0.77,1.0,0.4,38.2,0.64,0.0,13.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,Austria (ADMIRAL 2. Liga),0.76,97,0.0,0.0,0.0,0.042116868798235944,€275K - €2.6M,1437500.0
82,Jorge Pereira,11.0,990.0,90.0,176.0,65.0,24,7.12,1.0,0.09,0.46,0.0,1.63,0.72,0.09,1.27,0.89,0.16,0.18,120.2,0.7,3.0,13.0,2.09,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.91,1.0,Portugal (Liga 3 Norte),0.84,95,0.0,0.0,0.6134969325153374,0.12141414141414142,€60K - €210K,135000.0
83,Martim Maia,12.0,1060.0,88.33333333333333,175.0,78.0,24,6.87,1.0,0.08,0.11,0.0,1.3,0.09,0.17,0.68,0.94,0.0,0.0,141.6,0.67,1.0,6.0,1.27,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.31,0.0,Portugal (Liga Portugal 2),0.86,101,0.0,0.0,0.7692307692307692,0.13358490566037734,€4K - €40K,22000.0
84,Zé Oliveira,11.0,990.0,90.0,187.0,75.0,26,6.77,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.91,0.88,0.14,0.36,124.3,0.81,0.0,21.0,3.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55,0.0,Portugal (Liga 3 Norte),0.86,90,0.0,0.0,0.0,0.12555555555555556,€0 - €75K,37500.0
85,Hélio Cruz,12.0,1072.0,89.33333333333333,180.0,72.0,29,7.36,0.0,0.0,0.25,0.0,0.48,0.19,0.08,1.43,0.93,0.38,0.5,145.7,0.57,1.0,21.0,1.51,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,1.0,Portugal (Liga Portugal 2),0.73,93,0.0,0.0,0.0,0.1359141791044776,€0 - €65K,32500.0
86,Carlos Freitas,11.0,948.0,86.18181818181819,177.0,69.0,28,6.64,1.0,0.09,0.13,0.0,1.75,0.21,0.09,0.95,0.91,0.18,0.47,126.8,0.76,1.0,14.0,2.75,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.07,6.0,Portugal (Liga 3 Norte),0.89,91,0.0,0.0,0.5714285714285714,0.13375527426160339,€0 - €90K,45000.0
87,Ricardo Bagadur,13.0,1170.0,90.0,189.0,77.0,27,6.85,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.94,0.0,0.08,137.7,0.76,1.0,11.0,1.54,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,0.0,Croatia (Druga HNL),0.9,100,0.0,0.0,0.0,0.11769230769230768,€35K - €120K,77500.0
88,Benny,14.0,1120.0,80.0,192.0,78.0,26,6.56,0.0,0.0,0.08,0.0,1.51,0.11,0.0,0.32,0.94,0.0,0.16,147.7,0.84,0.0,22.0,1.45,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96,1.0,Portugal (Liga Portugal 2),0.81,101,0.0,0.0,0.0,0.131875,€10K - €110K,60000.0
89,Benny,14.0,1120.0,80.0,192.0,78.0,26,6.56,0.0,0.0,0.08,0.0,1.51,0.11,0.0,0.32,0.94,0.0,0.16,147.7,0.84,0.0,22.0,1.45,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96,1.0,Portugal (Liga Portugal 2),0.81,101,0.0,0.0,0.0,0.131875,€80K - €800K,440000.0
90,Josip Bauk,13.0,1179.0,90.6923076923077,192.0,79.0,27,7.91,2.0,0.15,0.29,0.0,0.4,0.0,0.08,0.23,0.75,0.0,0.0,13.3,0.22,1.0,12.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.69,0.0,Croatia (3. HNL Jug),0.91,89,0.0,0.0,5.0,0.011280746395250212,€7K - €22K,14500.0
91,Oliver Zelenika,11.0,852.0,77.45454545454545,192.0,78.0,29,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.39,0.0,0.0,48.9,0.0,0.0,1.0,0.0,0.0,1.06,-84.71,-0.05,10.0,4.0,12.0,0.0,0.0,0.0,0.0,Croatia (Druga HNL),0.0,90,26.0,-0.3069295242592374,0.0,0.0573943661971831,€22K - €230K,126000.0
92,Gregor Gulisija,16.0,1440.0,90.0,180.0,69.0,20,6.99,1.0,0.06,0.1,0.0,2.88,0.25,0.12,0.81,0.9,0.18,0.56,185.4,0.7,0.0,23.0,3.25,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.44,5.0,Croatia (3. HNL Jug),0.83,87,0.0,0.0,0.3472222222222222,0.12875,€0 - €18K,9000.0
93,Gonzalo Desio,17.0,1465.0,86.17647058823529,177.0,65.0,23,6.59,0.0,0.0,0.26,0.0,1.93,0.42,0.25,1.41,0.85,0.3,1.72,235.0,0.42,0.0,24.0,0.92,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,Croatia (Prva HNL),0.68,103,0.0,0.0,0.0,0.16040955631399317,€24K - €240K,132000.0
94,Lucio Carbone,11.0,990.0,90.0,170.0,63.0,21,6.82,0.0,0.0,0.14,0.0,0.83,0.09,0.0,1.18,0.93,0.14,0.55,137.2,0.67,2.0,9.0,2.91,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,Portugal (FPF Liga 3),0.87,102,0.0,0.0,0.0,0.13858585858585856,€110K - €1.1M,605000.0
95,Vinícius,11.0,990.0,90.0,192.0,85.0,27,7.05,0.0,0.0,0.25,0.0,0.36,0.12,0.0,0.27,0.89,0.0,0.0,108.2,0.87,2.0,14.0,2.45,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.82,0.0,Portugal (Liga 3 Norte),0.86,95,0.0,0.0,0.0,0.10929292929292929,€4K - €40K,22000.0
96,Luca Ferri,16.0,1420.0,88.75,182.0,73.0,31,7.0,0.0,0.0,0.0,0.0,1.28,0.11,0.06,0.32,0.87,0.0,0.0,167.3,0.81,3.0,8.0,3.04,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,1.0,Italy (Lega Nazionale Dilettanti D),1.0,87,0.0,0.0,0.0,0.1178169014084507,€16K - €160K,88000.0
97,Antonio Magli,15.0,1345.0,89.66666666666667,186.0,79.0,31,6.85,0.0,0.0,0.11,0.0,0.49,0.0,0.13,0.2,0.86,0.0,0.13,139.8,0.79,1.0,10.0,2.41,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.59,3.0,Italy (Lega Nazionale Dilettanti C),0.87,89,0.0,0.0,0.0,0.10394052044609667,€50K - €170K,110000.0
98,Mauro Perković,16.0,1337.0,83.5625,182.0,74.0,19,6.73,0.0,0.0,0.5,0.0,0.07,1.02,0.13,1.08,0.95,0.28,0.07,167.9,0.87,1.0,11.0,2.69,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.93,1.0,Croatia (Prva HNL),0.83,104,0.0,0.0,0.0,0.1255796559461481,€150K - €1.5M,825000.0
99,Pedro Graça,11.0,878.0,79.81818181818181,180.0,72.0,24,6.91,0.0,0.0,0.38,0.0,1.42,0.13,0.21,0.92,0.88,0.5,0.1,123.7,0.66,0.0,11.0,0.72,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,2.0,Portugal (Liga 3 Norte),0.55,100,0.0,0.0,0.0,0.1408883826879271,€55K - €180K,117500.0
100,Pedro Machado,11.0,1020.0,92.72727272727273,192.0,90.0,26,6.85,0.0,0.0,0.0,0.0,0.44,0.0,0.09,0.18,0.91,0.0,0.09,118.0,0.85,1.0,15.0,2.56,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68,0.0,Portugal (Liga 3 Sul),0.85,100,0.0,0.0,0.0,0.11568627450980393,€8K - €80K,44000.0
101,Edwin Banguera,11.0,1020.0,92.72727272727273,179.0,74.0,26,6.93,0.0,0.0,0.0,0.0,0.27,0.38,0.09,0.88,0.93,0.21,0.71,133.3,0.76,1.0,13.0,2.47,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.68,2.0,Portugal (Liga 3 Norte),0.7,100,0.0,0.0,0.0,0.13068627450980394,€30K - €300K,165000.0
102,Alan Bidi,13.0,1089.0,83.76923076923077,194.0,89.0,27,6.94,2.0,0.17,0.17,0.0,1.1,0.08,0.08,0.17,0.88,0.0,0.17,111.9,0.86,1.0,15.0,2.56,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.53,2.0,Belgium (1B Pro League),1.0,93,0.0,0.0,1.8181818181818181,0.10275482093663912,€35K - €325K,180000.0
103,Nicholas Battaiola,16.0,1440.0,90.0,185.0,78.0,26,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.42,0.0,0.0,96.1,0.0,0.0,0.0,0.0,0.0,1.25,0.0,-0.03,10.0,5.0,21.0,0.0,1.0,0.0,0.0,Italy (Lega Nazionale Dilettanti D),0.0,90,36.0,0.0,0.0,0.06673611111111111,€24K - €230K,127000.0
104,Joaquín Trasante,13.0,1391.0,107.0,175.0,70.0,23,7.07,0.0,0.0,0.35,0.0,1.73,0.08,0.06,0.26,0.87,0.0,0.13,94.6,0.79,0.0,19.0,0.58,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,Uruguay (Campeonato Uruguayo),0.93,117,0.0,0.0,0.0,0.06800862688713155,€150K - €1.5M,825000.0
105,Domagoj Franić,12.0,1046.0,87.16666666666667,195.0,102.0,29,7.15,0.0,0.0,0.0,0.0,0.43,0.0,0.09,0.09,0.83,1.0,0.09,117.6,0.91,0.0,10.0,2.07,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.04,0.0,Croatia (Druga HNL),0.55,84,0.0,0.0,0.0,0.11242829827915869,€1K - €9K,5000.0
106,Aílson Tavares,11.0,1007.0,91.54545454545455,188.0,72.0,24,7.32,1.0,0.09,0.57,0.0,0.66,0.3,0.36,1.34,0.9,0.2,0.54,136.4,0.78,1.0,33.0,1.07,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.15,1.0,Portugal (Liga 3 Sul),0.83,99,0.0,0.0,1.5151515151515151,0.13545183714001988,€30K - €300K,165000.0
107,Damiano Menna,15.0,1350.0,90.0,186.0,80.0,27,7.52,2.0,0.13,0.18,0.0,2.34,0.11,0.07,0.27,0.94,0.33,0.0,155.2,0.75,4.0,12.0,2.8,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.8,0.0,Italy (Lega Nazionale Dilettanti F),0.92,93,0.0,0.0,0.8547008547008548,0.11496296296296296,€26K - €275K,150500.0
108,Carlos Alves,11.0,1020.0,92.72727272727273,188.0,72.0,24,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4,0.0,0.0,74.9,0.0,0.0,0.0,0.0,0.0,1.06,0.0,-0.04,10.0,9.0,20.0,0.0,0.0,0.0,0.0,Portugal (Liga 3 Norte),1.0,107,39.0,0.0,0.0,0.07343137254901962,€80K - €275K,177500.0
109,Mário Évora,12.0,1080.0,90.0,180.0,78.0,23,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.43,0.0,0.0,59.5,0.0,0.0,0.0,0.0,0.0,1.17,0.0,-0.03,9.0,9.0,22.0,0.0,0.0,0.0,0.0,Portugal (Liga Portugal 2),0.0,89,40.0,0.0,0.0,0.055092592592592596,€3K - €30K,16500.0
110,Rui Nibra,11.0,869.0,79.0,187.0,80.0,28,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.41,0.0,0.0,52.4,0.0,0.0,0.0,0.0,0.0,1.97,0.0,-0.04,7.0,6.0,15.0,0.0,0.0,0.0,0.0,Portugal (Liga 3 Norte),0.0,96,28.0,0.0,0.0,0.06029919447640966,€50K - €160K,105000.0
111,Facundo Cáseres,11.0,1036.0,94.18181818181819,178.0,65.0,21,6.83,2.0,0.17,0.47,0.0,1.39,0.29,0.17,1.04,0.93,0.16,0.17,136.1,0.6,0.0,16.0,1.65,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,1.0,Argentina (Liga Profesional),0.78,104,0.0,0.0,1.4388489208633095,0.13137065637065637,€140K - €1.4M,770000.0
112,Alessandro Mattioli,11.0,915.0,83.18181818181819,180.0,76.0,24,6.65,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.95,0.0,0.49,103.1,0.69,2.0,13.0,1.28,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18,0.0,Italy (Serie B),0.8,109,0.0,0.0,0.0,0.1126775956284153,€300K - €1M,650000.0
113,Benedik Mioč,13.0,1158.0,89.07692307692308,168.0,64.0,28,6.6,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.54,0.95,0.16,0.0,151.9,0.53,0.0,39.0,1.17,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,Croatia (Prva HNL),0.66,91,0.0,0.0,0.0,0.13117443868739206,€4.5K - €45K,24750.0
114,Didi,11.0,864.0,78.54545454545455,179.0,79.0,28,6.99,1.0,0.1,0.43,0.0,0.83,0.0,0.1,1.77,0.9,0.37,0.0,112.7,0.71,0.0,16.0,0.83,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.27,4.0,Portugal (Liga 3 Norte),0.79,94,0.0,0.0,1.2048192771084338,0.13043981481481481,€18K - €180K,99000.0
115,João Freitas,12.0,954.0,79.5,183.0,78.0,30,7.11,2.0,0.19,0.4,0.0,0.96,0.0,0.0,0.09,0.89,0.0,0.19,116.3,0.86,1.0,6.0,2.92,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.02,1.0,Portugal (Liga Portugal 2),0.57,94,0.0,0.0,2.0833333333333335,0.12190775681341719,€12K - €40K,26000.0
116,Stephen Eze,15.0,1350.0,90.0,198.0,95.0,28,6.87,0.0,0.0,0.17,0.0,1.93,0.0,0.0,0.07,0.91,0.0,0.0,151.4,0.9,0.0,22.0,2.8,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87,0.0,Croatia (3. HNL Jug),0.7,98,0.0,0.0,0.0,0.11214814814814815,€12K - €120K,66000.0
117,Niko Rak,16.0,1287.0,80.4375,176.0,68.0,19,7.0,0.0,0.0,0.33,0.0,0.24,0.78,0.21,2.24,0.93,0.24,0.21,169.8,0.71,3.0,26.0,2.87,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,1.0,Croatia (Prva HNL),0.75,102,0.0,0.0,0.0,0.13193473193473193,€120K - €1.2M,660000.0
118,Guillaume Jannez,11.0,919.0,83.54545454545455,197.0,93.0,33,7.05,0.0,0.0,0.0,0.0,0.19,0.12,0.0,0.39,0.91,0.0,0.0,104.1,0.85,4.0,4.0,3.33,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,0.0,France (National 2 Groupe C),0.9,91,0.0,0.0,0.0,0.1132752992383025,€4.5K - €45K,24750.0
119,Hrvoje Babec,17.0,1422.0,83.6470588235294,184.0,71.0,23,7.15,1.0,0.06,0.44,0.0,0.29,0.29,0.19,0.95,0.93,0.18,0.32,191.9,0.69,2.0,6.0,1.39,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.92,1.0,Croatia (Prva HNL),0.95,109,0.0,0.0,3.4482758620689657,0.1349507735583685,€120K - €1.2M,660000.0
120,Albi Doka,12.0,1066.0,88.83333333333333,181.0,78.0,25,7.17,1.0,0.08,0.5,0.0,0.41,2.82,0.08,1.6,0.96,0.21,0.68,147.4,0.67,3.0,10.0,2.7,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.67,2.0,Croatia (Prva HNL),0.85,110,0.0,0.0,2.4390243902439024,0.13827392120075047,€210K - €2.1M,1155000.0
121,Gianluca Piccoli,15.0,1350.0,90.0,182.0,72.0,25,7.21,2.0,0.13,0.3,0.0,0.87,0.5,0.13,1.6,0.92,0.18,0.67,175.3,0.53,0.0,24.0,1.47,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.4,0.0,Italy (Lega Nazionale Dilettanti E),0.88,92,0.0,0.0,2.2988505747126435,0.12985185185185186,€30K - €300K,165000.0
122,Vinko Soldo,12.0,1067.0,88.91666666666667,184.0,80.0,24,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.97,0.33,0.08,122.6,0.8,2.0,13.0,1.43,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,1.0,Croatia (Prva HNL),0.87,102,0.0,0.0,0.0,0.1149015932521087,€0 - €100K,50000.0
123,Maxime Pattier,11.0,990.0,90.0,184.0,77.0,26,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.39,0.0,0.0,63.4,0.0,0.0,0.0,0.0,0.0,0.91,0.0,-0.05,6.0,5.0,16.0,0.0,0.0,0.0,0.0,France (National 2 Groupe A),0.0,93,27.0,0.0,0.0,0.06404040404040404,€16K - €170K,93000.0
